"id","title","up_name","mid","url","bfl","plsl","dt","length","dmsl","tags","comments","yn","created","modified"
625,【狂神说Java】Redis最新超详细版教程通俗易懂,遇见狂神说,95256449,https://www.bilibili.com/video/BV1S54y1R7SB,636286,611,"2020-04-01 13:41:52","642:35",28178,编程|公开课|狂神说|Java教程|Redis|视频教程|NoSQL|Springboot|Redis教程|狂神说Java,"Docker期待（￣▽￣）（￣▽￣）|狂神的redis的window链接给错了，应该是这个
https://github.com/microsoftarchive/redis/releases/tag/win-3.2.100|安装6.0以上版本需要升级gcc到5.3及以上,如下：升级到gcc 9.3：
yum -y install centos-release-scl
yum -y install devtoolset-9-gcc devtoolset-9-gcc-c++ devtoolset-9-binutils
scl enable devtoolset-9 bash
需要注意的是scl命令启用只是临时的，退出shell或重启就会恢复原系统gcc版本。
如果要长期使用gcc 9.3的话：
echo &#34;source /opt/rh/devtoolset-9/enable&#34; &gt;&gt;/etc/profile
这样退出shell重新打开就是新版的gcc了",1,"2021-02-09 10:06:05.0",
626,【狂神说Java】Spring5最新完整教程IDEA版通俗易懂,遇见狂神说,95256449,https://www.bilibili.com/video/BV1WE411d7Dv,595421,418,"2019-10-13 18:19:13","462:03",21312,java教程|java|spring|springmvc|狂神说Java|视频教程|代理模式|Spring教程|spring5|ssm框架,"中文文档：https://www.docs4dev.com/docs/zh/spring-framework/5.1.3.RELEASE/reference|spring官方文档在这个链接https://docs.spring.io/spring/docs/current/spring-framework-reference/core.html|P20 老师的execution草草带过 有可能会懵
execution(修饰符  返回值  包名.类名/接口名.方法名(参数列表))注意老师忽略掉修饰符了 自己可以写上修饰符试试
(..)可以代表所有参数,(*)代表一个参数,(*,String)代表第一个参数为任何值,第二个参数为String类型.",1,"2021-02-09 10:06:06.0",
627,【狂神说Java】Java零基础学习视频通俗易懂,遇见狂神说,95256449,https://www.bilibili.com/video/BV12J41137hu,641478,604,"2019-09-20 17:07:04","1033:59",21306,编程|狂神说Java|JavaSE|Java学习|零基础学Java|Java教学|西部开源|编程语言|零基础|Java,全网最佳java入门|老师我怎么没有早点遇到你啊，总是觉得学习没有兴趣，坚持不下去，看你的视频感觉有意思多了|常用类，集合，IO在哪里看,1,"2021-02-09 10:06:08.0",
628,【狂神说Java】Mybatis最新完整教程IDEA版通俗易懂,遇见狂神说,95256449,https://www.bilibili.com/video/BV1NE411Q7Nx,550693,1024,"2019-10-02 12:59:26","640:44",25809,编程|Mybatis|Spring|SSM框架|西部开源Java|JavaEE|Mybatis教程|狂神说Java|Java|Java学习,"#将等级为DEBUG的日志信息输出到console和file这两个目的地，console和file的定义在下面的代码
log4j.rootLogger=DEBUG,console,file

#控制台输出的相关设置
log4j.appender.console = org.apache.log4j.ConsoleAppender
log4j.appender.console.Target = System.out
log4j.appender.console.Threshold=DEBUG
log4j.appender.console.layout = org.apache.log4j.PatternLayout
log4j.appender.console.layout.ConversionPattern=【%c】-%m%n

#文件输出的相关设置
log4j.appender.file = org.apache.log4j.RollingFileAppender
log4j.appender.file.File=./log/kuang.log
log4j.appender.file.MaxFileSize=10mb
log4j.appender.file.Threshold=DEBUG
log4j.appender.file.layout=org.apache.log4j.PatternLayout
log4j.appender.file.layout.ConversionPattern=【%p】【%d{yy-MM-dd}】【%c】%m%n

#日志输出级别
log4j.logger.org.mybatis=DEBUG
log4j.logger.java.sql=DEBUG
log4j.logger.java.sql.Statement=DEBUG
log4j.logger.java.sql.ResultSet=DEBUG
log4j.logger.java.sql.PreparedStatement=DEBUG|p19复杂环境的搭建用到的sql语句
CREATE TABLE `teacher` (
  `id` INT(10) NOT NULL,
  `name` VARCHAR(30) DEFAULT NULL,
  PRIMARY KEY (`id`)
) ENGINE=INNODB DEFAULT CHARSET=utf8

INSERT INTO teacher(`id`, `name`) VALUES (1, &#39;秦老师&#39;); 

CREATE TABLE `student` (
  `id` INT(10) NOT NULL,
  `name` VARCHAR(30) DEFAULT NULL,
  `tid` INT(10) DEFAULT NULL,
  PRIMARY KEY (`id`),
  KEY `fktid` (`tid`),
  CONSTRAINT `fktid` FOREIGN KEY (`tid`) REFERENCES `teacher` (`id`)
) ENGINE=INNODB DEFAULT CHARSET=utf8INSERT INTO `student` (`id`, `name`, `tid`) VALUES (&#39;1&#39;, &#39;小明&#39;, &#39;1&#39;); 
INSERT INTO `student` (`id`, `name`, `tid`) VALUES (&#39;2&#39;, &#39;小红&#39;, &#39;1&#39;); 
INSERT INTO `student` (`id`, `name`, `tid`) VALUES (&#39;3&#39;, &#39;小张&#39;, &#39;1&#39;); 
INSERT INTO `student` (`id`, `name`, `tid`) VALUES (&#39;4&#39;, &#39;小李&#39;, &#39;1&#39;); 
INSERT INTO `student` (`id`, `name`, `tid`) VALUES (&#39;5&#39;, &#39;小王&#39;, &#39;1&#39;);|p22
CREATE TABLE `blog`(
`id` VARCHAR(50) NOT NULL COMMENT &#39;博客id&#39;,
`title` VARCHAR(100) NOT NULL COMMENT &#39;博客标题&#39;,
`author` VARCHAR(30) NOT NULL COMMENT &#39;博客作者&#39;,
`create_time` DATETIME NOT NULL COMMENT &#39;创建时间&#39;,
`views` INT(30) NOT NULL COMMENT &#39;浏览量&#39;
)ENGINE=INNODB DEFAULT CHARSET=utf8",1,"2021-02-09 10:06:09.0",
629,【狂神说Java】Git最新教程通俗易懂,遇见狂神说,95256449,https://www.bilibili.com/video/BV1FE411P7B3,211766,247,"2020-03-21 15:00:40","109:30",6046,编程|程序员|公开课|学习|IDEA|Git|GitHub|狂神说Java|码云|Git教程,"解决p12中用ssh-key后仍须输入密码的问题
1、使用ssh方式克隆 git clone git@gitee.com:Name/project.git
就是说，在项目克隆/下载处，选择ssh方式的下载地址
2、如果你已经用https方式克隆了仓库，不必删除仓库重新克隆，只需将当前项目中的 .git/config文件中的
url = https://gitee.com/Name/project.git
修改为
url = git@gitee.com:Name/project.git
再次提交就不需要密码了！
有用的话点个赞呗，让更多人看到，我也是被这个问题困扰好久[笑哭]|跟对人，做对事，白漂有罪，三连支持|点赞了  嘿嘿 13:30 学到 16:30  1.5倍速完全看完一遍  刚刚学了点Linux基础的 感觉Up讲的十分通俗易懂 还是最新版的视频  爱了爱了 争取以后不做白嫖党[微笑]",1,"2021-02-09 10:06:10.0",
630,【狂神说Java】ElasticSearch7.6.x最新完整教程通俗易懂,遇见狂神说,95256449,https://www.bilibili.com/video/BV17a4y1x7zq,253980,637,"2020-04-07 04:13:40","341:08",10991,编程|公开课|Java教程|Springboot|狂神说Java,"下载慢的小伙伴们可以到 华为云的镜像去下载
速度很快，自己找对应版本就可以
ElasticSearch: https://mirrors.huaweicloud.com/elasticsearch/?C=N&amp;O=D
logstash: https://mirrors.huaweicloud.com/logstash/?C=N&amp;O=D
kibana: https://mirrors.huaweicloud.com/kibana/?C=N&amp;O=D|当年大学我们软件班第一次班会，有一个同学说想开发一个像LOL一样好玩的游戏，他说完这句话后，班上气氛热烈了起来。对于我们这群刚高考完的孩子们来说，软件开发是一个非常神秘的东西。可是事与愿违，大一蜻蜓点水式的教学，和课本如出一辙的教学PPT，以及让人摸不着头脑通篇英文的C语言，慢慢地让我们这群理科生失去对编程的兴趣，不少人也成为了一个“合格的大学生”，通宵逃课打游戏，谈恋爱夜不归宿，慢慢堕落。
当我大四了，意识到要找工作了，从头拾起，才发现原来编程这么有用，这么有趣，只恨没有早点发现，白白浪费了三年人生最好的时光。
天地转，光阴迫，人难遇。|珍惜狂神，可能除了我父母没有人这样对我了，感谢！贵人难遇。",1,"2021-02-09 10:06:11.0",
631,【狂神说Java】SpringMVC最新教程IDEA版通俗易懂,遇见狂神说,95256449,https://www.bilibili.com/video/BV1aE41167Tu,411529,583,"2019-10-20 16:33:06","638:17",19696,ssm框架|狂神说Java|java|spring5|javaee|web开发|springmvc|spring|java教程|Spring教程,"拒绝白嫖，从点赞转发关注做起！
文章同步在公众号：狂神说 （公众号日更，记得关注）
视频文档地址：http://dwz.date/ac27|p17数据库
CREATE DATABASE ssmbuild;
USE ssmbuild;
CREATE TABLE `books`(
`bookID` INT NOT NULL AUTO_INCREMENT COMMENT &#39;书id&#39;,
`bookName` VARCHAR(100) NOT NULL COMMENT &#39;书名&#39;,
`bookCounts` INT NOT NULL COMMENT &#39;数量&#39;,
`detail` VARCHAR(200) NOT NULL COMMENT &#39;描述&#39;,
KEY `bookID`(`bookID`)
)ENGINE=INNODB DEFAULT CHARSET=utf8

INSERT INTO `books`(`bookID`,`bookName`,`bookCounts`,`detail`)VALUES
(1,&#39;Java&#39;,1,&#39;从入门到放弃&#39;),
(2,&#39;MySQL&#39;,10,&#39;从删库到跑路&#39;),
(3,&#39;Linux&#39;,5,&#39;从进门到进牢&#39;)|狂神的博客服务器到期了，博客内容搬运到微信公众号了，微信搜索，狂神说就可以找到[妙啊]",1,"2021-02-09 10:06:12.0",
632,【狂神说Java】多线程详解,遇见狂神说,95256449,https://www.bilibili.com/video/BV1V4411p7EF,346542,313,"2019-05-31 20:33:18","259:49",11233,编程|JAVA|西部开源Java|多线程|Java|Java教程|Java教学|西部开源|多线程并发|狂神说Java,"//补充被剪辑掉的部分代码
	
public synchronized void push(Product product) {
		if (count == 10) {
			try {
				this.wait();
			} catch (InterruptedException e) {
				e.printStackTrace();
			}
		}
		products【count】 = product;
		count++;
		this.notifyAll();
	}
	
	public synchronized Product pop() {
		if (count == 0) {
			try {
				this.wait();
			} catch (InterruptedException e) {
				// TODO Auto-generated catch block
				e.printStackTrace();
			}
		}
		count--;
		Product product = products【count】;
		this.notifyAll();
		return product;
	}|我是真的不懂弹幕老哥老师纠结读音干嘛？首先这是一个技术类教学视频，不是英语教学视频；其次，你要纠正读音，你得可以跟狂神商量一下，你来个二次创作，把视频重置一下，把读音全部都纠正过来。假设一个场景，你老师在上面讲课讲到一个知识点，提了一嘴 模(mo)样，你又站出来了，老师，是模(mu)样。这样是没错，但是你不觉得很尬嘛？就非得享受一下众人皆醉，我独醒的态度嘛？又不是讲错了什么知识点，讲错了，你科普没问题，只是不同口音读音而已。|老师求IO,常用类,集合",1,"2021-02-09 10:06:12.0",
633,【狂神说Java】JavaWeb入门到实战,遇见狂神说,95256449,https://www.bilibili.com/video/BV12J411M7Sj,446918,522,"2019-09-24 14:36:28","1499:51",19969,Java教学|JSP|Java|Session|Cookie|Servlet|JavaWeb|Java项目|西部开源|狂神说Java,"自己总结的一些常用的IDEA快捷键，有需要的拿走：
ctrl+shift+alt：多行操作
psvm：生成main()方法；
fori：生成for循环；
Ctrl+Alt+v：自动补齐返回值类型
ctrl+o：覆写方法
ctrl+i：实现接口中的方法
ctrl+shift+u：大小写转换
CTRL+SHIFT+Z：取消撤销
Alt＋Insert：生成构造方法、getter、setter
ctrl+y：删除当前行
Ctrl+Shift+J：将选中的行合并成一行
ctrl+g：定位到某一行
Ctrl+Shitft+向下箭头：将光标所在的代码块向下整体移动
Ctrl+Shift+向上箭头：将光标所在的代码块向上整体移动
Alt+Shift+向下箭头：将行向下移动
Alt+Shift+向上箭头：将行向上移动
Ctrl+F：在当前文件中查找
Ctrl+R：替换字符串
Ctrl+Shift+F:在全局文件中查找字符串
Ctrl+Shift+R：在全局中替换字符串
Ctrl+Shift+Enter：自动补齐{}或者分号;
Shift+Enter：在当前行的下方开始新行
Ctrl+Alt+Enter：在当前行的上方插入新行
Ctrl+Delete：删除光标所在至单词结尾处的所有字符|一定要好好学这个，我大二的时候我们Java老师搞了个培训班8000块钱，他就是能吹，讲的一塌糊涂，自己都搞不清前因后果，上课特别水，只能自学，我看到狂神讲的，讲的又好还免费，我就感觉我那8000块钱打水漂了，各位如果要报什么培训的还是找正规机构，别轻易相信人|p8的web.xml
&lt;?xml version=&#34;1.0&#34; encoding=&#34;UTF-8&#34;?&gt;
&lt;web-app xmlns=&#34;http://xmlns.jcp.org/xml/ns/javaee&#34;
         xmlns:xsi=&#34;http://www.w3.org/2001/XMLSchema-instance&#34;
         xsi:schemaLocation=&#34;http://xmlns.jcp.org/xml/ns/javaee
                         http://xmlns.jcp.org/xml/ns/javaee/web-app_4_0.xsd&#34;
         version=&#34;4.0&#34;
         metadata-complete=&#34;true&#34;&gt;
&lt;/web-app&gt;",1,"2021-02-09 10:06:13.0",
634,【狂神说】程序猿，你真的会用Typora吗？,遇见狂神说,95256449,https://www.bilibili.com/video/BV12T4y1g7se,139393,330,"2020-04-24 20:29:22","06:39",467,程序员|学习|软件|狂神说|程序猿|经验分享|Typora|狂神说Java,狂神出品，必是精品！|哈哈，之前看狂神别的视频的时候记得狂神说过这些样式是他自己改的，那时候我就把自己的Typora的样式照着狂神的样式给改了，基本上只要看过狂神的前端视频改这些都不难[tv_点赞]，没想到狂神居然这么贴心还特意出一期视频来教学，i了i了[爱心]|typora对于大文件支持很差,1,"2021-02-09 10:06:14.0",
635,【狂神说Java】JUC并发编程最新版通俗易懂,遇见狂神说,95256449,https://www.bilibili.com/video/BV1B7411L7tE,224434,332,"2020-02-19 02:03:14","516:29",13178,程序员|公开课|JUC教程|Java学习|JUC|狂神说Java|多线程|Java|JavaSE|JavaEE,"其实老师那段关于if为什么不能用的原因没写明白，我在网上特意去查了查资料，发展我们对wait被唤醒时执行的位置有误解。

以下是查到的资料

结论：就是用if判断的话，唤醒后线程会从wait之后的代码开始运行，但是不会重新判断if条件，直接继续运行if代码块之后的代码，而如果使用while的话，也会从wait之后的代码运行，但是唤醒后会重新判断循环条件，如果不成立再执行while代码块之后的代码块，成立的话继续wait。

这也就是为什么用while而不用if的原因了，因为线程被唤醒后，执行开始的地方是wait之后。|B站最好的 JUC 老师，B站最好的理财老师。[惊喜][惊喜] 你三连有了|我觉得p7最透彻的简答应该是这样的。

拿两个加法线程A、B来说，比如A先执行，执行时调用了wait方法，那它会等待，此时会释放锁，那么线程B获得锁并且也会执行wait方法，两个加线程一起等待被唤醒。此时减线程中的某一个线程执行完毕并且唤醒了这俩加线程，那么这俩加线程不会一起执行，其中A获取了锁并且加1，执行完毕之后B再执行。如果是if的话，那么A修改完num后，B不会再去判断num的值，直接会给num+1。如果是while的话，A执行完之后，B还会去判断num的值，因此就不会执行。",1,"2021-02-09 10:06:15.0",
